"300121","51.385906","9.545205"
"302441","51.685917","9.705884"
"300266","51.920605","8.465009"
"300911","51.79108","8.978301"
"302681","52.167034","8.744782"
"301610","51.476273","8.74013"
"302875","51.673355","8.2713995"
"302261","51.407017","8.211954"
"302365","52.117683","8.748306"
"300709","51.634075","9.72522"
"302304","50.52843","8.974522"
"302731","51.769695","9.083813"
"301055","51.588795","9.72125"
"301310","51.499508","9.680534"
"300273","51.8355","9.475143"
"302038","50.984295","8.981804"
"300116","51.81718","9.093035"
"302736","51.799618","8.376562"
"302891","51.069107","9.411355"
"300583","51.55579","9.407715"
"302725","51.312737","9.999788"
"300451","51.88219","8.614285"
"302203","51.483196","9.772766"
"301216","50.757305","8.010353"
"300741","51.69684","9.649657"
"300827","51.60208","9.702991"
"302900","51.602543","9.586366"
"300186","51.49645","9.119593"
"300588","51.221935","9.095318"
"300680","51.31856","8.7951765"
"303070","51.253044","9.35665"
"300088","51.280056","9.144964"
"301741","51.527004","9.852667"
"301474","51.666737","9.458463"
"301028","51.651775","8.59898"
"302938","51.33109","10.021481"
"301436","51.514805","9.868428"
"300937","51.36958","8.540646"
"301177","50.65612","8.862149"
"302073","51.45785","8.556212"
"302863","51.615543","9.774832"
"301621","51.65487","9.70825"
"301779","51.3168","8.229642"
"301033","51.66154","9.741593"
"300062","51.65074","9.796047"
"301922","51.670265","8.895195"
"302418","51.401752","9.522614"
"302896","51.649403","9.378988"
"302641","51.61277","9.671705"
"302249","51.520557","9.247852"
"302776","51.495754","9.768923"
"302138","50.64418","9.85294"
"300489","51.88603","9.284669"
"302987","51.407616","9.113171"
"300184","51.80576","9.510858"
"301485","51.61974","9.636137"
"300004","51.70087","8.887513"
"301341","51.65271","9.702402"
"300673","51.71362","9.375079"
"300100","51.64464","9.653852"
"301491","51.94749","8.448442"
"300392","51.946598","8.485119"
"303075","51.471367","9.594283"
"302942","51.872334","8.774669"
"301074","50.38917","7.7835736"
"302142","51.69479","9.274808"
"302130","51.6706","9.471255"
"303114","51.626163","9.813103"
"302330","51.64532","9.8111515"
"300982","51.469444","9.453265"
"300620","51.007465","8.714462"
"301270","52.007877","8.930741"
"303119","51.57726","9.703183"
"300227","51.579494","9.630331"
"302739","52.00575","8.644562"
"302949","51.554905","9.435767"
"302137","51.585667","8.429817"
"303063","50.677444","10.110462"
"303038","51.64035","9.812258"
"300658","51.547626","9.726128"
"302533","51.978268","9.068741"
"303110","51.919323","9.030587"
"302054","51.620045","9.716031"
"301800","51.26471","9.115695"
"300401","51.400032","9.425149"
"302769","51.41029","8.189486"
"301175","51.98873","8.576358"
"300943","51.960285","9.094237"
"301472","51.64342","9.7816925"
"301107","51.575134","9.761531"
"302636","51.928364","9.507874"
"301777","51.599083","9.58411"
"301865","51.643055","9.689105"
"301137","51.9241","8.450276"
"302174","51.559544","8.877989"
"301340","52.09331","8.666137"
"300180","51.62383","9.808178"
"301417","51.92375","8.51185"
"300406","52.131763","8.660442"
"303042","51.852863","8.446992"
"303011","52.008587","9.399925"
"300028","51.65788","9.768242"
"301770","51.374725","8.130319"
"300055","51.082386","9.678004"
"300899","51.664078","9.131711"
"302735","51.463257","9.453008"
"302562","51.57935","9.646216"
"302302","51.49409","9.573472"
"302472","51.578304","9.809439"
"302033","51.629158","9.608549"
"301576","50.690323","8.719453"
"300324","51.648","9.808946"
"302877","51.301823","9.063565"
"301303","51.64782","9.772485"
"302611","51.644085","9.813051"
"302495","51.867542","9.363094"
"302503","52.29206","8.784832"
"301475","50.8015","8.981539"
"301447","51.646893","9.71071"
"302643","51.536556","9.480595"
"302295","51.927868","9.120162"
"302215","51.662663","9.768108"
"302960","51.558384","9.758583"
"301962","50.991924","8.390081"
"303062","51.540947","9.455645"
"301548","51.320522","10.374148"
"300919","51.383232","8.301521"
"300537","51.64206","9.6330185"
"300129","51.59293","9.791008"
"300204","51.940174","9.111894"
"302257","51.684696","9.692274"
"303002","51.637676","9.81205"
"301704","51.523037","9.801263"
"302873","51.649345","9.796839"
"300179","51.39805","9.848698"
"300067","51.372326","9.539557"
"301791","51.27084","9.707091"
"300625","51.38699","9.272088"
"300702","51.08119","7.9771957"
"300878","51.612576","9.254129"
"301558","51.576298","9.791547"
"300189","51.6191","9.643571"
"301815","51.646805","9.807846"
"302690","51.428673","8.390523"
"302795","51.710632","9.6841755"
"301437","51.69232","8.910487"
"302462","51.210075","8.020208"
"301837","51.451733","9.296625"
"301939","51.650993","9.800015"
"300046","51.490726","9.513364"
"302030","51.45575","9.811529"
"301296","51.756603","9.111336"
"301281","52.32185","8.817492"
"301931","51.651093","9.796602"
"302586","51.508373","9.494515"
"300660","50.437733","8.380529"
"300836","51.57277","9.4718075"
"302536","50.80222","9.351226"
"300611","51.64071","9.846571"
"300576","52.079136","8.641191"
"302841","51.54342","9.569281"
"301647","51.67004","9.670418"
"301802","51.644638","9.813156"
"302857","51.53023","9.472759"
"300435","51.624233","9.936741"
"302185","51.479137","9.757933"
"301981","51.4576","9.799366"
"300871","51.637585","9.715475"
"301166","50.892574","7.9799514"
"301932","51.799152","8.503699"
"300801","50.545296","7.84902"
"300991","51.167942","9.023267"
"300485","51.691814","9.69574"
"300031","51.96549","9.016921"
"300239","51.45429","8.134625"
"301555","51.86417","9.354811"
"300720","51.647396","9.742705"
"303017","51.569843","9.736387"
"300848","51.661015","9.724104"
"301047","51.73814","9.111027"
"303108","52.11074","8.989272"
"301542","51.580807","9.802831"
"302561","51.548595","9.633264"
"301995","51.76908","8.350129"
"300794","51.66351","9.743018"
"300707","50.68679","7.9727874"
"300623","52.09621","8.624035"
"301511","51.2169","8.021275"
"300218","51.60088","8.265868"
"302124","51.643635","9.785372"
"302057","51.480988","9.427379"
"301965","51.586655","9.7091055"
"300354","51.67843","9.689796"
"301372","51.445805","8.645731"
"301969","50.644855","7.832861"
"301976","51.31245","8.317714"
"300696","51.634575","8.777624"
"300119","51.702892","9.312135"
"302789","50.897835","9.0309725"
"302226","51.676464","9.724762"
"300771","51.345734","8.161987"
"300068","51.603916","9.741786"
"301297","51.53314","9.10212"
"302596","51.615437","9.768571"
"301498","51.649563","9.775542"
"301774","51.825745","9.545623"
"302113","50.8573","8.16902"
"301366","51.483784","9.633144"
"301473","51.445988","9.349173"
"302092","50.992565","9.48233"
"300185","51.523067","9.407112"
"302291","51.44363","8.10825"
"303080","50.79073","7.929779"
"302957","51.28285","9.905973"
"301731","49.975567","8.217899"
"302477","51.72528","9.566157"
"301408","51.727947","8.361005"
"301966","51.64168","9.791637"
"302783","51.263348","8.055512"
"302162","51.6747","9.515456"
"301206","51.609295","8.858962"
"301007","51.584522","9.280413"
"302157","51.537","9.600204"
"302775","51.572186","9.740627"
"300786","51.65691","9.781789"
"300812","51.782944","9.097199"
"302798","51.26293","9.734772"
"302913","51.468643","8.860558"
"302102","52.12174","8.883414"
"300791","51.621464","9.717439"
"301692","51.992725","8.614603"
"302082","51.51801","9.578344"
"302085","51.661243","9.67666"
"301181","51.914955","9.3358345"
"301948","51.53194","9.669488"
"302208","50.448933","8.456996"
"300978","51.990868","9.115852"
"300379","51.6682","9.167348"
"302236","51.504917","9.104563"
"300773","51.4652","8.889789"
"300300","51.643955","9.811613"
"300230","51.55727","9.43636"
"301360","51.6262","8.249967"
"301018","51.613117","9.7458935"
"302652","52.09372","8.607031"
"302361","51.63807","9.762486"
"300002","51.716434","9.603744"
"301635","51.2428","9.163788"
"300545","51.478634","9.871723"
"301937","51.842155","9.104824"
"302727","51.471504","9.445784"
"301541","51.765675","9.396808"
"301709","51.643764","9.687236"
"301467","51.762318","9.463463"
"300222","51.49954","9.49663"
"301516","51.64466","9.812907"
"301923","51.745075","8.881363"
"303024","50.93722","7.978013"
"301422","51.57549","9.362138"
"302555","51.641994","9.787876"
"300468","51.87514","8.479701"
"301783","51.919605","9.493839"
"302000","51.76404","9.144316"
"300301","51.278248","9.767206"
"302344","49.97523","7.673666"
"302311","51.529938","9.60569"
"301947","51.777443","9.387979"
"301620","51.320965","9.422065"
"301050","51.639137","9.183823"
"300825","51.749363","8.983465"
"301805","51.325977","8.710411"
"300585","51.573517","9.326705"
"302848","51.47829","9.353092"
"301259","51.6016","8.312539"
